id,gold,gold_multi,pred,text,votes,top_votes,K,confidence,correct
521,Animal,Animal,Animal,Rocky Mountain toad.  The Rocky Mountain Toad or Western Woodhouse's toad (Bufo woodhousii woodhousii) is a subspecies in the Woodhouse's toad subgroup. It can be identified by its light middorsal stripe prominent cranial crests and elongate parotoid glands. The spots contain one to several warts. The belly is usually white or yellowish with dark flecks between the forelegs,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 5, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
522,Company,Company,Company,Hiwatt.  Hiwatt is a British company who manufacture amplifiers for electric guitars and electric basses. Starting in the late 1960s together with Marshall and Vox Hiwatt contributed to the sonic image popularly termed British sound.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
523,Building,Building,Building,Church of St Petrock Timberscombe.  The Church of St Petrock in Timberscombe Somerset England has a 15th-century tower the rest of the building dating from 1708. It has been designated by English Heritage as a Grade I listed building.The church is dedicated to Saint Petroc who probably visited the parish in the 6th century.The chancel dates from around 1450 however sections of the nave walls may survive from an earlier building. Above the south doorway is a mural of David which dates from the Protestant Reformation.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 5, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
524,OfficeHolder,OfficeHolder,OfficeHolder,Bob Wooley.  Bob Wooley (born in Eunice New Mexico) is an American politician and a Republican member of the New Mexico House of Representatives representing District 66 since his January 14 2011 appointment by Governor of New Mexico Susana Martinez to fill the vacancy caused by the resignation of Keith Gardner.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 5, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
525,Building,Building,Building,Santa Maria dei Miracoli Brescia.  The church of Santa Maria dei Miracoli is located on Corso Vittorio Emanuele in Brescia. The church was initially established to house an icon revered for miraculous powers. The church plan with its cylindrical anterior dome was designed by Ludovico Beretta in 1480-1490. However the most striking element is the elaborately decorated marble reliefs in the façade screen and portico were designed by Giovanni Antonio Amadeo and completed with the help of a large number of sculptors.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 5, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
526,NaturalPlace,NaturalPlace,Building,Portjengrat.  The Portjengrat (also known as Pizzo d'Andolla) is a mountain of the Pennine Alps located on the border between Switzerland and Italy. It lies south of the Weissmies and the Zwischbergen Pass where the international border diverges away from the main Alpine watershed. The summit of the Portjengrat has an elevation of 3654 metres above sea level and is the tripoint between the valleys of Saas Divedro (both in Valais) and Antrona (in Piedmont).,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 5, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,0
527,Company,Company,Company,A. Schilling & Company.  A. Schilling & Company was an American foodstuffs company founded in San Francisco California in 1881 by August Schilling and George F. Volkmann both natives of Bremen Germany who had migrated to America and were then both aged 27. It dealt in coffee tea baking powder extracts and spices and was merged into McCormick & Company in 1946. McCormick continued to use the Schilling name for its Western division until the 1990s.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
528,Artist,Artist,Artist,Miki Inoue.  Miki Inoue (井上 美紀 Inoue Miki born 8 December 1967) is a Japanese voice actress affiliated with Aoni Production. Her hometown is Wakayama Wakayama Prefecture.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 4, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,1
529,Animal,Animal,Animal,Crinodessus.  Crinodessus amyae is a species of beetle in the family Dytiscidae the only known species in the genus Crinodessus.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 5, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
530,Building,Building,Building,Fire Stations of Oahu.  The Honolulu Fire Department (HFD) operates their 44 Fire Stations on the Island of Oahu and in and around Honolulu. Seven current or former stations are on the National Register of Historic Places of which five are still in use today as fire stations.By the 1920s the accepted style for most public architecture in Honolulu Hawaii was Spanish Mission Revival or more broadly Mediterranean Revival.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 1, ""MeanOfTransportation"": 0, ""Building"": 4, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,1
531,NaturalPlace,NaturalPlace,NaturalPlace,Barren Mountain.  Barren Mountain is a mountain standing approximately 1437 metres (4715 ft) AHD  situated as one of the highest points on the Dorrigo Plateau that is part of the Great Dividing Range located in the Northern Tablelands and New England regions of New South Wales Australia.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 5, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
532,OfficeHolder,OfficeHolder,OfficeHolder,Lawal Haruna.  Wing Commander (retired) Lawal Ningi Haruna was military governor of Borno State Nigeria from August 1998 to May 1999 during the transitional regime of General Abdulsalami Abubakar handing over to the elected civilian governor Mala Kachalla in May 1999.Group Captain Haruna was appointed administrator of Borno State in August 1998.He had to deal with controversy over the question of teaching Christian Religious Knowledge in public schools which was opposed by Muslim leaders in the predominantly Muslim state.On 3 November 1998 he announced that separate Muslim and Christian instruction would start in schools with sufficient numbers of Christian pupils as provided by the constitution.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 5, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
533,Village,Village,Village,Karilepa.  Karilepa is a village in Padise Parish Harju County in northern Estonia.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
534,EducationalInstitution,EducationalInstitution,Company,Pamplin College of Business.  The Pamplin College of Business is one of Virginia Tech’s eight colleges. The college is named after Robert B. Pamplin and his son Robert B. Pamplin Jr. who have donated over $28 million to their alma mater. The college is consistently ranked as one of the top business schools in the country. In 2011-2012 the college consisted of 152 faculty members and 4168 students.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,0
535,Company,Company,Company,Marvel Illustrated.  Marvel Illustrated is a Marvel Comics publishing imprint specializing in comic book adaptations of classic literature. Each novel's story is told in the form of a limited series the issues of which are later collected as a trade paperback.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
536,NaturalPlace,NaturalPlace,NaturalPlace,Jaffna Lagoon.  Jaffna lagoon is a large lagoon off Jaffna District and Kilinochchi District northern Sri Lanka.The lagoon is surrounded by the densely populated Jaffna peninsula containing palmyra palms coconut plantations and rice paddies. There are numerous fishing villages and some salt pans.The lagoon has extensive mudflats sea grass beds and some mangroves. The lagoon attracts a wide variety of water birds including American Flamingoes ducks gulls terns and other shorebirds.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 5, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
537,Village,Village,Village,Gachi Kohgiluyeh and Boyer-Ahmad.  Gachi (Persian: گچي‎ also Romanized as Gachī; also known as Gachchī) is a village in Doshman Ziari Rural District in the Central District of Kohgiluyeh County Kohgiluyeh and Boyer-Ahmad Province Iran. At the 2006 census its population was 389 in 67 families.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
538,MeanOfTransportation,MeanOfTransportation,OfficeHolder,SS Donegal.  SS Donegal was a Midland Railway passenger ferry that served in the First World War as an ambulance ship. She was completed in 1904 and sunk by enemy action in April 1917.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 2, ""MeanOfTransportation"": 0, ""Building"": 2, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",2,5,0.4,0
539,Artist,Artist,Artist,Radney Foster.  Radney Foster (born July 20 1959 Del Rio Texas United States) is an American singer-songwriter and music producer. Initially a songwriter in Nashville Tennessee Foster made his recording debut as part of the Foster & Lloyd duo recording three studio albums and with nine singles on the country charts.Foster began his solo career in 1992 and his album Del Rio TX 1959 produced four consecutive Top 40 hits.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 4, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,1
540,Village,Village,Village,Darreh Chah Jam.  Darreh Chah (Persian: دره چاه‎ also Romanized as Darreh Chāh; also known as Dar Chāh) is a village in Kuri Rural District in the Central District of Jam County Bushehr Province Iran. At the 2006 census its population was 135 in 30 families.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
541,MeanOfTransportation,MeanOfTransportation,Company,USS Medea (AKA-31).  USS Medea (AKA-31) was an Artemis-class attack cargo ship named after the minor planet 212 Medea which in turn was named for a mythical enchantress who helped Jason win the Golden Fleece. USS Medea served as a commissioned ship for 15 months. Medea (AKA-31) was laid down under Maritime Commission contract 5 August 1944 by Walsh–Kaiser Co. Inc. Providence RI; launched 30 November 1944; sponsored by Mrs. A. C. Clarke; and commissioned 10 January 1945 Lt. Comdr. Wesley A.,"{""Company"": 3, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 2, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",3,5,0.6,0
542,EducationalInstitution,EducationalInstitution,EducationalInstitution,Holy Family Academy (Philippines).  Holy Family Academy (HFA) formerly the Colegio dela Sagrada Familia is a Catholic private school established in 1906 and located in Angeles City Philippines. It has both elementary and high school departments as well as kindergarten and preparatory school (known in the school as prep) classes for younger students.,"{""Company"": 0, ""EducationalInstitution"": 5, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
543,MeanOfTransportation,MeanOfTransportation,Company,Ferrari Testarossa.  The Ferrari Testarossa (Type F110) is a 12-cylinder mid-engine sports car manufactured by Ferrari which went into production in 1984 as the successor to the Ferrari Berlinetta Boxer. The Pininfarina-designed car was originally produced from 1984 to 1991 with two model revisions following the ending of Testarossa production and the introduction of the 512 TR and F512 M which were produced from 1992 to 1996.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,0
544,Album,Album,Album,Apocadelic.  Apocadelic is the debut album by British boy band Point Break released in 2000. The singles released were Do We Rock? Stand Tough Freakytime You and What About Us?.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 5, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
545,Building,Building,Building,Burg Kaisersberg.  Burg Kaisersberg is a castle in Styria Austria.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 5, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
546,WrittenWork,WrittenWork,Company,La Gazette du Maroc.  La Gazette du Maroc is a francophone newspaper published in Casablanca Morocco.,"{""Company"": 2, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",2,5,0.4,0
547,Artist,Artist,Artist,Chief Stockton.  Chief Stockton (born December 15 1986) is a half Native American–Caucasian producer and recording artist. He originally started off in a four-person hip hop group titled GPD later diverging to a two-person group called Black N Mild; Chief Stockton was the mild of the group. In Black N Mild Chief Stockton was then known as Big Chief.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 5, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
548,Village,Village,Village,Pietrzejowice.  Pietrzejowice [pjɛtʂɛjɔˈvit͡sɛ] is a village in the administrative district of Gmina Kocmyrzów-Luborzyca within Kraków County Lesser Poland Voivodeship in southern Poland. It lies approximately 19 km (12 mi) north-east of the regional capital Kraków.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
